BANG DIEM MON Vi Tich Phan 1
NO,ID,NAME,MIDTERM MARK,FINAL MARK,TOTAL MARK,OTHER MARK
1,20014631,Quang Ngoc,8.1,3.1,6.7,1.9
2,20040855,Phuong Thao,6.9,8.6,9.7,1.7
3,20080431,Thanh Trung,7,5.3,7.2,1.4
4,20155337,Dieu Thao,2.2,1.7,2.8,1.0
5,20254616,Khang Vy,1.5,0.9,2.1,1.0
6,20267088,Gia Minh,0.7,7.6,5.4,0.1
7,20273742,Huong Thao,3.1,8.1,7.5,1.0
8,20591770,Phuong Thao,2.5,3.5,3.9,0.7
9,20711066,Yen Nhi,2.6,1.4,2.9,1.1
10,20776378,Huyen Thi,9.6,1.2,5.6,1.6
11,20777944,Hang Son,9,1.3,5.5,1.6
12,20890189,Thien Truong,3.3,2.1,4.0,1.5
13,20949992,Hang My,6.9,9.1,9.4,1.0
14,20970532,Cung Thanh,2,1.1,3.0,1.6
15,20080431,Thanh Trung,4.3,8,7.2,0.5
16,20121773,Minh Thu,4.8,7.3,7.9,1.5
17,20154385,Truong Thinh,7.4,3.3,5.2,0.5
18,20154487,Minh Tro,1.2,6.7,6.0,1.2
19,20228358,Thanh Tai,3.7,7.4,6.8,0.6
20,20254616,Khang Vy,2,0.3,2.4,1.6
21,20341942,Trung Phong,6.6,2.8,4.4,0.4
22,20374529,Thanh Thao,2.2,2.9,3.9,1.3
23,20377205,Minh Tuong,8.9,9.6,9.4,0.0
24,20425332,Phuc Thinh,2.7,0.5,2.5,1.3
25,20459103,Hai Phong,5.2,1.7,3.9,1.0
26,20729594,Phuong Vy,2.1,5.1,5.8,1.7
27,20890189,Thien Truong,2,3.1,3.7,1.0
28,20947656,Quoc Trung,9.2,1,5.4,1.6
29,21025762,Thanh Huyen,1.4,9.3,7.3,0.7
30,21056759,Duc Huy,7.3,8,9.1,1.3
31,21259824,Anh Nhi,9.8,6.6,9.0,1.3
32,21339701,Ngoc Khang,6.1,0.7,4.3,1.8
33,21430642,Minh Khue,1.1,0.8,1.9,1.0
34,21454718,Duy Thoi,0.7,3.7,3.0,0.3
35,21495650,Diep Lam,1.6,6.1,6.4,1.8
36,21582686,Dieu Huong,0.6,0.8,0.8,0.1
37,21701860,Ngoc Anh,1.2,0.5,1.2,0.5
38,21809746,Tro Duc,9.9,6.4,9.1,1.5
39,21996569,Bao Ngoc,4.7,1.4,4.0,1.5
40,21067899,Duc Minh,6.8,10,9.3,0.4
41,21131552,Khang Ngoc,7.2,3.3,5.8,1.2
42,21172731,Ngon Anh,3.1,8.5,7.0,0.3
43,21173798,Duc Luong,3.4,6.9,6.2,0.5
44,21183762,Gia Huy,6.7,2.9,5.8,1.6
45,21224888,Duc Dat,0.7,0.8,2.3,1.5
46,21279012,Ngoc Huyen,1.5,1.6,1.7,0.1
47,21282497,Duc Anh,3.9,2.3,3.3,0.4
48,21539733,Tung Duong,4.4,4.5,4.5,0.0
49,21607738,Quang Hung,3.6,9.8,8.3,0.6
50,21608894,Hang Linh,2.9,7.5,6.8,0.8
