18C1,37
1,18003585,Ngoc,Pham,Nu,14/01/2003,24416818,016015009
2,18042741,The,Nguyen,Nam,16/01/2003,24455974,018019017
3,18051589,Thanh,Nguyen,Nam,3/11/2003,24464822,001015004
4,18073966,Thu,Doan,Nu,9/8/2003,24487199,018005019
5,18097312,Tien,Nguyen,Nam,1/8/2003,24510545,002015009
6,18130165,Hong,Truong,Nu,9/8/2003,24543398,016015009
7,18161933,Thao,Bui,Nu,9/9/2003,24575166,016019
8,18171606,Hang,Vu,Nu,29/12/2003,24584839,016019009
9,18256427,Minh,Vu,Nu,20/4/2003,24669660,001015004
10,18330520,Minh,Nhat,Nu,22/4/2003,24743753,002015004
11,18387620,Lam,Bui,Nam,15/11/2003,24800853,002015009
12,18392307,Khai ,Duong,Nam,13/8/2003,24805540,005019
13,18455350,Kim,Ngu,Nu,11/9/2003,24868583,002015009
14,18475948,Phuong,P,Nu,27/6/2003,24889181,001015004
15,18522151,Duc,Hai,Nam,6/6/2003,24935384,016019
16,18525770,Trong,Vu,Nam,8/3/2003,24939003,002015009
17,18532480,Hang,Nguyen,Nu,25/2/2003,24945713,016015009
18,18534041,Ngon,Nguyen,Nu,13/11/2003,24947274,002015
19,18555477,Minh,Nguyen,Nam,25/11/2003,24968710,001015004
20,18559894,Gia,An,Nu,16/01/2003,24973127,002015009
21,18571515,Viet,Nguyen,Nam,17/8/2003,24984748,016019
22,18646095,Duc,Do,Nam,7/11/2003,25059328,001015004
23,18668703,Hang,Pham,Nu,19/10/2003,25081936,016019
24,18731481,Ha,Khang,Nu,23/6/2003,25144714,005019
25,18766277,Tue,Pham,Nu,9/1/2003,25179510,001015004
26,18786515,Phuong,Phung,Nu,25/2/2003,25199748,018005019
27,18791614,Anh,Vu,Nam,14/01/2003,25204847,018019017
28,18822345,Anh,Nguyen,Nam,21/01/2003,25235578,002015004
29,18836702,Hai,Pham,Nu,18/5/2003,25249935,002015009
30,18842833,Xuon,Pham,Nu,2/11/2003,25256066,016019009
31,18870408,Gia,Duong,Nam,23/6/2003,25283641,016019
32,18896577,Nhat,Pham,Nu,27/10/2003,25309810,001015004
33,18913825,Hao,Nguyen,Nam,15/11/2003,25327058,018019
34,18919395,Thao,Dao,Nu,5/10/2003,25332628,001015004
35,18923068,Minh,Vu,Nu,8/2/2003,25336301,001015004
36,18931483,Thao,Tran,Nu,13/8/2003,25344716,016019
37,18976358,Quynh,Nguyen,Nu,3/9/2003,25389591,016019
18C2,35
1,18039235,Ngon,Ha,Nu,1/11/2003,24452468,016019009
2,18133379,Tro,Minh,Nam,4/7/2003,24546612,018019017
3,18164255,Hung,Duy,Nam,11/3/2003,24577488,002015009
4,18188411,My,Lo,Nu,11/9/2003,24601644,016015009
5,18203138,Duong,Hong,Nam,17/8/2003,24616371,001015004
6,18203684,Phuong,Minh,Nu,8/4/2003,24616917,016019
7,18259927,Ngoc,Bao,Nu,10/3/2003,24673160,016019
8,18268423,Anh,Duc,Nam,2/12/2003,24681656,001015004
9,18279628,Minh,Quang,Nam,13/9/2003,24692861,002015009
10,18282876,Huy,Quoc,Nam,14/02/2003,24696109,002015009
11,18293544,Anh,Ngoc,Nu,8/12/2003,24706777,001015004
12,18311416,Thanh,Duong,Nam,17/11/2003,24724649,016019
13,18368243,My,Ha,Nu,14/5/2003,24781476,002015009
14,18428567,Ngoc,Minh,Nu,29/4/2003,24841800,016019009
15,18439555,Nam,Thanh,Nam,11/2/2003,24852788,016015009
16,18454685,Viet,Hang,Nam,16/7/2003,24867918,018005019
17,18463978,Ngoc,Thien,Nam,19/7/2003,24877211,016019
18,18471790,Trang,Ha,Nu,22/8/2003,24885023,018019017
19,18476380,Linh,Khang,Nam,25/11/2003,24889613,002015009
20,18515647,Gia,Hang,Nam,20/01/2003,24928880,001015004
21,18526368,Anh,Phuong,Nu,13/11/2003,24939601,001015004
22,18558308,Thanh,Duc,Nam,19/9/2003,24971541,016019
23,18576401,Vy,Ha,Nu,7/1/2003,24989634,018005019
24,18599988,Duy,Hang,Nam,20/6/2003,25013221,001015004
25,18617534,Hung,Duy,Nam,6/5/2003,25030767,002015009
26,18647966,Hang,Duong,Nu,29/7/2003,25061199,002015
27,18679596,Thien,Hong,Nam,3/11/2003,25092829,018019
28,18699488,Hai,Hang,Nam,14/9/2003,25112721,002015004
29,18712577,Ha,Von,Nam,7/5/2003,25125810,002015004
30,18726402,Anh,Quang,Nam,2/7/2003,25139635,001015004
31,18752186,Anh,Phuong,Nu,12/9/2003,25165419,001015004
32,18852264,Anh,Diep,Nu,14/7/2003,25265497,001015004
33,18937023,Nam,Tien,Nam,21/01/2003,25350256,016015009
34,18946149,Nhi,Yen,Nu,29/9/2003,25359382,016019
35,18946221,Son,Hai,Nam,5/9/2003,25359454,016019
19C1,43
1,19006268,Huyen,Minh,Nu,22/01/2003,24419501,016012009
2,19016277,Cuong,Kim,Nu,24/8/2003,24429510,015012004
3,19036179,Phuc,Hong,Nu,21/12/2003,24449412,016005019
4,19061857,Hai,Duy,Nam,19/6/2003,24475090,015012009
5,19075406,Quynhainh,Bui,Nu,3/12/2003,24488639,015012004
6,19122149,Anh,Phuong,Nu,8/10/2003,24535382,015012004
7,19134868,Thien,Quang,Nam,10/4/2003,24548101,016005019
8,19161603,Bao,Hang,Nam,4/11/2003,24574836,015012004
9,19197795,Minh,Hai,Nam,21/02/2003,24611028,016008017
10,19199634,Phu,An,Nam,6/7/2003,24612867,016008017
11,19229453,Thao,Huong,Nu,11/9/2003,24642686,016005019
12,19236912,Minh,Tuan,Nam,23/10/2003,24650145,016008017
13,19256419,Phong,Dang,Nam,24/11/2003,24669652,016008017
14,19275430,Hon,Bao,Nu,16/12/2003,24688663,015012009
15,19332426,Phuong,Minh,Nu,18/12/2003,24745659,016005019
16,19334373,Hieu,Duc,Nam,24/3/2003,24747606,015012009
17,19334705,Ngon,Ha,Nu,22/11/2003,24747938,016008017
18,19344802,Ton,Quang,Nam,4/7/2003,24758035,016005019
19,19358746,Nam,Duc,Nam,1/1/2003,24771979,016008017
20,19362126,Khanh,Cung,Nam,5/10/2003,24775359,016012009
21,19371248,Phuc,Duc,Nam,3/9/2003,24784481,016008017
22,19373334,Trung,Hieu,Nam,25/7/2003,24786567,018005019
23,19382300,Bao,Viet,Nam,27/01/2003,24795533,015012004
24,19406390,Doan,Duy,Nam,19/6/2003,24819623,015012009
25,19413797,Duy,Anh,Nam,10/6/2003,24827030,015012004
26,19417271,Vy,Hang,Nu,17/11/2003,24830504,018005019
27,19424135,Chi,Ngoc,Nu,3/1/2003,24837368,015012004
28,19437961,Dung,Trung,Nam,22/3/2003,24851194,015012004
29,19457600,Nhi,Lan,Nu,10/1/2003,24870833,016008017
30,19462142,Hon,Gia,Nu,4/1/2003,24875375,015012009
31,19514969,Duong,Nhat,Nam,30/7/2003,24928202,015012004
32,19531834,Thanh,Huu,Nam,27/9/2003,24945067,016005019
33,19611711,Huy,Gia,Nam,28/9/2003,25024944,016012009
34,19638507,Phuong,Mai,Nu,31/5/2003,25051740,016005019
35,19644666,Trinh,Phuong,Nu,12/1/2003,25057899,018005019
36,19747706,Hien,Minh,Nam,25/6/2003,25160939,015012009
37,19764058,Long,Tien,Nam,19/02/2003,25177291,016008009
38,19812224,Lom,Hang,Nam,15/7/2003,25225457,016008009
39,19847684,An,Thy,Nu,19/6/2003,25260917,015012004
40,19900853,Nam,Tran,Nam,21/10/2003,25314086,016008017
41,19954165,Nam,Bao,Nam,14/12/2003,25367398,016008017
42,19972699,Bao,Gia,Nam,16/7/2003,25385932,015012004
43,19993561,Duy,Cung,Nam,5/10/2003,25406794,015012004
19C2,43
1,19018888,Bao,Duy,Nam,7/10/2003,24432121,015012004
2,19041496,My,Khang,Nu,23/6/2003,24454729,016008017
3,19047770,Thy,Bao,Nu,17/8/2003,24461003,016005019
4,19048800,Khuyen,Bo,Nam,22/9/2003,24462033,016008017
5,19064713,Khiom,Thien,Nam,9/7/2003,24477946,016008009
6,19135017,Trinh,Viet,Nu,17/12/2003,24548250,016005019
7,19136661,Hung,Hang,Nam,27/02/2003,24549894,016012009
8,19139282,Dung,Sy,Nam,2/1/2003,24552515,015012004
9,19172977,Long,Minh,Nam,17/12/2003,24586210,016008017
10,19216323,Khang,Huu,Nam,16/02/2003,24629556,016012009
