20C1,36
1,20014631,Ngoc,Quang,Nam,29/05/2003,24427864,007008010002
2,20040855,Thao,Phuong,Nu,29/04/2003,24454088,007008010002
3,20080431,Trung,Thanh,Nam,2/11/2003,24493664,007008010002
4,20155337,Thao,Dieu,Nu,28/03/2003,24568570,007008010002
5,20184745,Hang,Minh,Nam,15/09/2003,24597978,008020013016
6,20194823,Anh,Viet,Nam,11/7/2003,24608056,003020013006
7,20254616,Vy,Khang,Nu,7/11/2003,24667849,007008010002
8,20267088,Minh,Gia,Nam,20/01/2003,24680321,007020010006
9,20273742,Thao,Huong,Nu,13/07/2003,24686975,007008010002
10,20336725,Duong,An,Nu,18/11/2003,24749958,008020013006
11,20350136,Duc,Trung,Nam,22/07/2003,24763369,008020013016
12,20351130,Anh,Hien,Nu,4/11/2003,24764363,003020013006
13,20356469,Anh,Duc,Nam,26/01/2003,24769702,003020013006
14,20447470,Duong,Thoi,Nam,26/03/2003,24860703,008020013006
15,20459666,Anh,Hang,Nam,5/11/2003,24872899,003020013006
16,20491981,Chi,Phuong,Nu,14/04/2003,24905214,008020013006
17,20587524,Hieu,Lo,Nam,22/07/2003,25000757,008020013016
18,20591770,Thao,Phuong,Nu,25/12/2003,25005003,007008010002
19,20614147,Anh,Tuan,Nam,8/12/2003,25027380,003020013006
20,20651740,Bao,Gia,Nam,18/11/2003,25064973,003020013006
21,20662635,Anh,Trang,Nu,16/05/2003,25075868,003020013006
22,20682571,Giang,Huong,Nu,11/2/2003,25095804,008020013016
23,20711066,Nhi,Yen,Nu,28/10/2003,25124299,007008010002
24,20727149,Hung,Tuan,Nam,8/7/2003,25140382,008020010
25,20776378,Thi,Huyen,Nu,7/6/2003,25189611,007008010002
26,20777944,Son,Hang,Nam,13/04/2003,25191177,007008010002
27,20810285,Hang,Hiep,Nam,16/03/2003,25223518,008020010
28,20836545,Hai,Xuon,Nu,15/01/2003,25249778,008020013016
29,20854164,Ha,Ngon,Nu,25/07/2003,25267397,008020013016
30,20867144,Hung,Manh,Nam,21/05/2003,25280377,008020010
31,20890189,Truong,Thien,Nam,16/01/2003,25303422,007008010002
32,20900958,Hung,Gia,Nam,12/12/2003,25314191,008020010
33,20918280,Dung,Tien,Nam,10/7/2003,25331513,008020013006
34,20938041,Chau,Minh,Nu,2/1/2003,25351274,008020013006
35,20949992,My,Hang,Nu,23/12/2003,25363225,007020010006
36,20970532,Thanh,Cung,Nam,13/12/2003,25383765,007008010002
20C2,36
1,20016044,Mai,Nhat,Nu,28/7/2003,24429277,008020013006
2,20071941,Linh,Ha,Nu,27/8/2003,24485174,003020013006
3,20080431,Trung,Thanh,Nam,2/11/2003,24493664,007008010002
4,20085101,Linh,Thuy,Nu,21/11/2003,24498334,003020013006
5,20121773,Thu,Minh,Nu,8/6/2003,24535006,007008010002
6,20154385,Thinh,Truong,Nam,25/03/2003,24567618,007008010002
7,20154487,Tro,Minh,Nam,25/9/2003,24567720,007008010002
8,20212765,Minh,Gia,Nam,21/10/2003,24625998,008020013006
9,20227394,Phong,Tuan,Nam,7/1/2003,24640627,008020010
10,20228358,Tai,Thanh,Nam,5/5/2003,24641591,007008010002
11,20254616,Vy,Khang,Nu,7/11/2003,24667849,007008010002
12,20264550,Nam,Hai,Nam,31/10/2003,24677783,008020013016
13,20286136,Huy,Quoc,Nam,18/9/2003,24699369,003020013006
14,20287577,Ngon,Kim,Nu,11/8/2003,24700810,008020013016
15,20293219,Ngoc,Khang,Nu,23/01/2003,24706452,008020013016
16,20322064,Ngon,Bao,Nu,29/10/2003,24735297,008020013016
17,20325220,Nhu,Gia,Nu,31/10/2003,24738453,008020010
18,20341942,Phong,Trung,Nam,9/5/2003,24755175,007020010006
19,20374529,Thao,Thanh,Nu,4/11/2003,24787762,007008010002
20,20377205,Tuong,Minh,Nam,21/8/2003,24790438,007008010002
21,20425332,Thinh,Phuc,Nam,15/11/2003,24838565,007008010002
22,20459103,Phong,Hai,Nam,16/9/2003,24872336,007020010006
23,20508886,Minh,Trong,Nam,30/3/2003,24922119,008020013006
24,20528679,Nhi,Uyen,Nu,25/02/2003,24941912,008020010
25,20543774,Minh,Hang,Nam,24/01/2003,24957007,008020013016
26,20559137,Diep,Ngoc,Nu,20/01/2003,24972370,003020013006
27,20608314,Linh,Thuy,Nu,21/01/2003,25021547,003020013006
28,20676652,Linh,Thuy,Nu,17/6/2003,25089885,008020013006
29,20687047,Phot,Hang,Nam,2/10/2003,25100280,008020010
30,20693212,Ngoc,Minh,Nu,3/9/2003,25106445,008020013016
31,20700835,Linh,Thuy,Nu,4/6/2003,25114068,008020013006
32,20729594,Vy,Phuong,Nu,10/8/2003,25142827,007008010002
33,20777456,Duong,Duc,Nam,27/10/2003,25190689,003020013006
34,20890189,Truong,Thien,Nam,16/01/2003,25303422,007008010002
35,20916840,Lion,Bao,Nu,23/10/2003,25330073,003020013006
36,20947656,Trung,Quoc,Nam,19/11/2003,25360889,007008010002
