BANG DIEM MON Vat ly dai cuong 2
NO,ID,NAME,MIDTERM MARK,FINAL MARK,TOTAL MARK,OTHER MARK
1,20184745,Minh Hang,4.0,5.3,5.1,0.2
2,20194823,Viet Anh,4.7,8.9,9.5,2.0
3,20336725,An Duong,4.7,8.3,7.5,0.5
4,20350136,Trung Duc,4.3,2.1,4.6,1.8
5,20351130,Hien Anh,3.4,3.7,3.9,0.3
6,20356469,Duc Anh,3.9,5.4,5.2,0.3
7,20447470,Thoi Duong,2.2,1.5,2.0,0.3
8,20459666,Hang Anh,5.6,8.5,8.5,1.0
9,20491981,Phuong Chi,2.5,0.6,1.3,0.1
10,20587524,Lo Hieu,8.4,2.3,4.7,0.3
11,20614147,Tuan Anh,3.5,4.1,4.0,0.1
12,20651740,Gia Bao,3.6,9.5,8.4,0.9
13,20662635,Trang Anh,2.6,1.6,3.0,1.0
14,20682571,Huong Giang,2.3,0.5,1.5,0.4
15,20836545,Xuon Hai,6.8,1.9,3.8,0.2
16,20854164,Ngon Ha,5.7,5.2,5.5,0.1
17,20918280,Tien Dung,9.7,4.2,7.7,1.7
18,20938041,Minh Chau,7.8,6.3,6.9,0.1
19,20016044,Nhat Mai,8.4,3.5,5.2,0.0
20,20071941,Ha Linh,6.5,5.5,6.4,0.6
21,20085101,Thuy Linh,5.0,7.1,8.4,1.9
22,20212765,Gia Minh,3.2,1.5,2.4,0.4
23,20264550,Hai Nam,0.5,2.1,2.2,0.6
24,20286136,Quoc Huy,8.0,7.3,8.6,1.1
25,20287577,Kim Ngon,2.5,0.5,3.0,1.9
26,20293219,Khang Ngoc,6.7,5.8,7.9,1.8
27,20322064,Bao Ngon,0.9,4.8,3.7,0.2
28,20508886,Trong Minh,1.0,9.7,7.6,0.7
29,20543774,Hang Minh,7.6,8.1,8.4,0.5
30,20559137,Ngoc Diep,4.3,5.7,6.7,1.5
31,20608314,Thuy Linh,1.6,6.3,5.8,1.1
32,20676652,Thuy Linh,7.2,2.8,6.0,1.7
33,20693212,Minh Ngoc,2.4,6.5,6.3,1.2
34,20700835,Thuy Linh,4.9,9.9,9.5,1.3
35,20777456,Duc Duong,2.8,4.3,4.1,0.3
36,20916840,Bao Lion,9.7,8.5,9.3,0.4
