19C1,43
1,19006268,Huyen,Minh,Nu,22/01/2003,24419501,016012009
2,19016277,Cuong,Kim,Nu,24/8/2003,24429510,015012004
3,19036179,Phuc,Hong,Nu,21/12/2003,24449412,016005019
4,19061857,Hai,Duy,Nam,19/6/2003,24475090,015012009
5,19075406,Quynhainh,Bui,Nu,3/12/2003,24488639,015012004
6,19122149,Anh,Phuong,Nu,8/10/2003,24535382,015012004
7,19134868,Thien,Quang,Nam,10/4/2003,24548101,016005019
8,19161603,Bao,Hang,Nam,4/11/2003,24574836,015012004
9,19197795,Minh,Hai,Nam,21/02/2003,24611028,016008017
10,19199634,Phu,An,Nam,6/7/2003,24612867,016008017
11,19229453,Thao,Huong,Nu,11/9/2003,24642686,016005019
12,19236912,Minh,Tuan,Nam,23/10/2003,24650145,016008017
13,19256419,Phong,Dang,Nam,24/11/2003,24669652,016008017
14,19275430,Hon,Bao,Nu,16/12/2003,24688663,015012009
15,19332426,Phuong,Minh,Nu,18/12/2003,24745659,016005019
16,19334373,Hieu,Duc,Nam,24/3/2003,24747606,015012009
17,19334705,Ngon,Ha,Nu,22/11/2003,24747938,016008017
18,19344802,Ton,Quang,Nam,4/7/2003,24758035,016005019
19,19358746,Nam,Duc,Nam,1/1/2003,24771979,016008017
20,19362126,Khanh,Cung,Nam,5/10/2003,24775359,016012009
21,19371248,Phuc,Duc,Nam,3/9/2003,24784481,016008017
22,19373334,Trung,Hieu,Nam,25/7/2003,24786567,018005019
23,19382300,Bao,Viet,Nam,27/01/2003,24795533,015012004
24,19406390,Doan,Duy,Nam,19/6/2003,24819623,015012009
25,19413797,Duy,Anh,Nam,10/6/2003,24827030,015012004
26,19417271,Vy,Hang,Nu,17/11/2003,24830504,018005019
27,19424135,Chi,Ngoc,Nu,3/1/2003,24837368,015012004
28,19437961,Dung,Trung,Nam,22/3/2003,24851194,015012004
29,19457600,Nhi,Lan,Nu,10/1/2003,24870833,016008017
30,19462142,Hon,Gia,Nu,4/1/2003,24875375,015012009
31,19514969,Duong,Nhat,Nam,30/7/2003,24928202,015012004
32,19531834,Thanh,Huu,Nam,27/9/2003,24945067,016005019
33,19611711,Huy,Gia,Nam,28/9/2003,25024944,016012009
34,19638507,Phuong,Mai,Nu,31/5/2003,25051740,016005019
35,19644666,Trinh,Phuong,Nu,12/1/2003,25057899,018005019
36,19747706,Hien,Minh,Nam,25/6/2003,25160939,015012009
37,19764058,Long,Tien,Nam,19/02/2003,25177291,016008009
38,19812224,Lom,Hang,Nam,15/7/2003,25225457,016008009
39,19847684,An,Thy,Nu,19/6/2003,25260917,015012004
40,19900853,Nam,Tran,Nam,21/10/2003,25314086,016008017
41,19954165,Nam,Bao,Nam,14/12/2003,25367398,016008017
42,19972699,Bao,Gia,Nam,16/7/2003,25385932,015012004
43,19993561,Duy,Cung,Nam,5/10/2003,25406794,015012004
19C2,43
1,19018888,Bao,Duy,Nam,7/10/2003,24432121,015012004
2,19041496,My,Khang,Nu,23/6/2003,24454729,016008017
3,19047770,Thy,Bao,Nu,17/8/2003,24461003,016005019
4,19048800,Khuyen,Bo,Nam,22/9/2003,24462033,016008017
5,19064713,Khiom,Thien,Nam,9/7/2003,24477946,016008009
6,19135017,Trinh,Viet,Nu,17/12/2003,24548250,016005019
7,19136661,Hung,Hang,Nam,27/02/2003,24549894,016012009
8,19139282,Dung,Sy,Nam,2/1/2003,24552515,015012004
9,19172977,Long,Minh,Nam,17/12/2003,24586210,016008017
10,19216323,Khang,Huu,Nam,16/02/2003,24629556,016012009
11,19245452,Nguyen,Tung,Nam,3/9/2003,24658685,016005019
12,19275546,Vu,Hang,Nam,15/3/2003,24688779,018005019
13,19285285,Dung,Minh,Nam,14/02/2003,24698518,015012004
14,19289986,Luong,Ngoc,Nam,9/8/2003,24703219,016008017
15,19314540,Quang,The,Nam,6/6/2003,24727773,016005019
16,19322365,Duy,The,Nam,22/10/2003,24735598,015012009
17,19338282,Chi,Thuy,Nu,3/2/2003,24751515,015012004
18,19344927,Anh,Thuy,Nu,16/5/2003,24758160,015012004
19,19396074,Mai,Nhu,Nu,2/11/2003,24809307,016008017
20,19415938,An,Ha,Nu,29/7/2003,24829171,015012004
21,19423087,Hung,Vinh,Nam,14/01/2003,24836320,016012009
22,19434029,Huy,Thanh,Nam,21/3/2003,24847262,015012009
23,19450978,Anh,Hang,Nam,4/12/2003,24864211,015012004
24,19488514,Khang,Nam,Nam,14/5/2003,24901747,016008009
25,19497311,Anh,Tryc,Nu,12/2/2003,24910544,015012004
26,19500287,Phu,Bo,Nam,9/9/2003,24913520,016005019
27,19523719,Linh,Ngoc,Nu,22/11/2003,24936952,016008017
28,19565670,Hai,Gia,Nam,10/11/2003,24978903,015012009
29,19577143,Tung,Duy,Nam,14/5/2003,24990376,018005019
30,19630621,Huy,Gia,Nam,25/02/2003,25043854,015012009
31,19642929,Ngon,Hieu,Nu,13/8/2003,25056162,016005019
32,19666211,Minh,Duy,Nam,29/12/2003,25079444,016008017
33,19674232,Linh,Phuong,Nu,6/2/2003,25087465,016008017
34,19690162,Toan,Huu,Nam,19/10/2003,25103395,016005019
35,19702375,Anh,Thao,Nu,29/5/2003,25115608,015012004
36,19750083,An,The,Nam,7/9/2003,25163316,015012004
37,19764316,Ha,Ngoc,Nu,27/5/2003,25177549,015012009
38,19764598,Tue,Hieu,Nam,5/6/2003,25177831,018005019
39,19781978,Cuong,Viet,Nam,9/1/2003,25195211,015012004
40,19865743,Linh,Ty,Nu,10/9/2003,25278976,016008017
41,19871696,Hung,Binh,Nam,11/3/2003,25284929,015012009
42,19982523,Anh,Lon,Nam,9/9/2003,25395756,015012004
43,19982947,Linh,Phuong,Nu,19/11/2003,25396180,016008017
