23C2,,,,,,
1,21293544,Anh,Luong Ngoc ,Nu,8/12/2003,24706777
2,21852264,Anh,Nguyen Ngoc Diep ,Nu,14/7/2003,25265497
3,21526368,Anh,Bui Ngoc Phuong ,Nu,13/11/2003,24939601
4,21752186,Anh,Dong Mai Phuong ,Nu,12/9/2003,25165419
5,21726402,Anh,Nguyen Duong Quang ,Nam,2/7/2003,25139635
6,21268423,Anh,Pham Duc ,Nam,2/12/2003,24681656
7,21599988,Duy,Nguyen Hang ,Nam,20/6/2003,25013221
8,21203138,Duong,Tran Hong ,Nam,17/8/2003,24616371
9,21515647,Gia,Nguyen Hang ,Nam,20/01/2003,24928880
10,21712577,Ha,Pham Von ,Nam,7/5/2003,25125810
11,21699488,Hai,Luu Hang ,Nam,14/9/2003,25112721
12,21647966,Hang,Pham Duong ,Nu,29/7/2003,25061199
13,21282876,Huy,Vu Quoc ,Nam,14/02/2003,24696109
14,21164255,Hung,Nguyen Duy ,Nam,11/3/2003,24577488
15,21617534,Hung,Tran Duy ,Nam,6/5/2003,25030767
16,21476380,Linh,Tran Khang ,Nam,25/11/2003,24889613
17,21279628,Minh,Pham Quang ,Nam,13/9/2003,24692861
18,21368243,My,Pham Ha ,Nu,14/5/2003,24781476
19,21188411,My,Lo ,Nu,11/9/2003,24601644
20,21937023,Nam,Tran Tien ,Nam,21/01/2003,25350256
21,21439555,Nam,Nguyen Song Thanh ,Nam,11/2/2003,24852788
22,21039235,Ngon,Nguyen Ha ,Nu,1/11/2003,24452468
23,21428567,Ngoc,Vu Minh ,Nu,29/4/2003,24841800
24,21259927,Ngoc,Nguyen Vu Bao ,Nu,10/3/2003,24673160
25,21463978,Ngoc,Nguyen Thien ,Nam,19/7/2003,24877211
26,21946149,Nhi,Nguyen Yen ,Nu,29/9/2003,25359382
27,21203684,Phuong,Nguyen Minh ,Nu,8/4/2003,24616917
28,21946221,Son,Nguyen Hai ,Nam,5/9/2003,25359454
29,21558308,Thanh,Nguyen Doan Duc ,Nam,19/9/2003,24971541
30,21311416,Thanh,Nguyen Duong ,Nam,17/11/2003,24724649
31,21679596,Thien,Dao Hong ,Nam,3/11/2003,25092829
32,21471790,Trang,Nguyen Ngoc Ha ,Nu,22/8/2003,24885023
33,21133379,Tro,Pham Nguyen Minh ,Nam,4/7/2003,24546612
34,21454685,Viet,Pham Hang ,Nam,16/7/2003,24867918
35,21576401,Vy,Mac Nguyen Ha ,Nu,7/1/2003,24989634
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
