22C1,,,,,,
1,21847684,An,Luong Thi Thy ,Nu,19/6/2003,25260917
2,21075406,Quynhainh,Bui ,Nu,3/12/2003,24488639
3,21122149,Anh,Pham Phuong ,Nu,8/10/2003,24535382
4,21161603,Bao,Pham Hang ,Nam,4/11/2003,24574836
5,21382300,Bao,Doan Viet ,Nam,27/01/2003,24795533
6,21972699,Bao,Tran Lo Gia ,Nam,16/7/2003,25385932
7,21424135,Chi,Bui Ngoc ,Nu,3/1/2003,24837368
8,21016277,Cuong,Ng Hang Kim ,Nu,24/8/2003,24429510
9,21437961,Dung,Hang Trung ,Nam,22/3/2003,24851194
10,21413797,Duy,Pham Anh ,Nam,10/6/2003,24827030
11,21993561,Duy,Bui Cung ,Nam,5/10/2003,25406794
12,21514969,Duong,Bui Nhat ,Nam,30/7/2003,24928202
13,21406390,Doan,Do Duy ,Nam,19/6/2003,24819623
14,21061857,Hai,Do Duy ,Nam,19/6/2003,24475090
15,21275430,Hon,Luong Bao ,Nu,16/12/2003,24688663
16,21462142,Hon,Do Gia ,Nu,4/1/2003,24875375
17,21747706,Hien,Pham Minh ,Nam,25/6/2003,25160939
18,21334373,Hieu,Nguyen Duc ,Nam,24/3/2003,24747606
19,21611711,Huy,Pham Gia ,Nam,28/9/2003,25024944
20,21006268,Huyen,Nguyen Minh ,Nu,22/01/2003,24419501
21,21362126,Khanh,Bui Cung ,Nam,5/10/2003,24775359
22,21812224,Lom,Nguyen Hang ,Nam,15/7/2003,25225457
23,21764058,Long,Van Tien ,Nam,19/02/2003,25177291
24,21197795,Minh,Hang Hai ,Nam,21/02/2003,24611028
25,21236912,Minh,Nguyen Tuan ,Nam,23/10/2003,24650145
26,21900853,Nam,Do Tran ,Nam,21/10/2003,25314086
27,21358746,Nam,Tran Duc ,Nam,1/1/2003,24771979
28,21954165,Nam,Nguyen Bao ,Nam,14/12/2003,25367398
29,21334705,Ngon,Tran Vu Ha ,Nu,22/11/2003,24747938
30,21457600,Nhi,Pham Tran Lan ,Nu,10/1/2003,24870833
31,21256419,Phong,Nguyen Dang ,Nam,24/11/2003,24669652
32,21199634,Phu,Bui An ,Nam,6/7/2003,24612867
33,21371248,Phuc,Do Duc ,Nam,3/9/2003,24784481
34,21036179,Phuc,Nguyen Hong ,Nu,21/12/2003,24449412
35,21638507,Phuong,Bui Dam Mai ,Nu,31/5/2003,25051740
36,21332426,Phuong,Pham Minh ,Nu,18/12/2003,24745659
37,21531834,Thanh,Nguyen Huu ,Nam,27/9/2003,24945067
38,21229453,Thao,Lai Huong ,Nu,11/9/2003,24642686
39,21134868,Thien,Nguyen Quang ,Nam,10/4/2003,24548101
40,21344802,Ton,Bui Quang ,Nam,4/7/2003,24758035
41,21644666,Trinh,Lo Vi Phuong ,Nu,12/1/2003,25057899
42,21373334,Trung,Vu Hieu ,Nam,25/7/2003,24786567
43,21417271,Vy,Nguyen Hang ,Nu,17/11/2003,24830504
